EmployeeNumber,Attrition,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,BusinessTravel,PerformanceIndex,JobInvolvement,JobLevel,PerformanceRating,MonthlyAchievement,MonthlyIncome,Incentive,StockOptionLevel,DistanceFromHome,OverTime,StandardHours,RemoteWork,FlexibleWork,WorkLifeBalance,StressRating,StressSelfReported,ExtendedLeave,WelfareBenefits,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HowToEmploy,InHouseFacility,ExternalFacility
161,Yes,56,Female,Married,4,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,72,3,1,2,4510,7066,0,3,14,0,40,2,1,3,2,3,0,2,2,2,2,1,9,7,5,4,4,3,agent_B,0,0
162,No,51,Male,Single,3,Life Sciences,Research & Development,Research Director,Travel_Rarely,51,3,5,2,6462,4220,1266,0,6,38,40,3,0,3,2,2,0,3,5,1,3,3,7,23,20,18,15,15,intern,1,1
163,Yes,31,Male,Married,4,Life Sciences,Sales,Sales Executive,Travel_Rarely,76,1,2,3,20739,8627,3450,0,6,2,40,4,0,2,3,3,0,2,3,2,3,2,4,12,7,7,7,7,direct_recruiting,0,0
164,No,26,Female,Married,3,Other,Research & Development,Research Scientist,Travel_Rarely,46,2,1,4,23300,5037,2518,0,6,43,40,3,1,2,2,2,1,4,3,3,2,3,1,5,5,4,4,3,intern,1,0
165,Yes,58,Female,Married,4,Medical,Research & Development,Healthcare Representative,Travel_Rarely,94,3,3,2,3465,5508,0,1,23,27,40,3,0,2,5,4,0,1,3,4,4,4,1,40,40,10,15,6,intern,0,0
167,Yes,19,Male,Single,1,Marketing,Sales,Sales Representative,Travel_Rarely,50,3,1,4,26820,5461,2457,0,22,21,40,4,0,2,3,3,0,1,2,4,3,4,1,0,0,0,0,0,agent_A,0,0
169,Yes,22,Male,Married,1,Technical Degree,Research & Development,Laboratory Technician,Travel_Rarely,100,3,1,3,19299,4678,0,1,2,9,40,3,1,3,4,1,0,3,2,3,4,3,0,3,2,1,2,1,intern,1,0
170,No,49,Female,Married,4,Medical,Research & Development,Manufacturing Director,Travel_Rarely,96,3,2,3,5549,4738,811,0,20,9,40,3,1,2,3,2,0,2,2,3,1,3,1,16,15,11,5,11,intern,0,0
171,No,43,Female,Single,3,Medical,Research & Development,Research Scientist,Travel_Frequently,72,4,1,1,16090,6132,0,0,28,6,40,4,0,3,3,3,0,2,2,2,3,4,4,18,3,2,1,2,agent_B,0,0
174,No,50,Female,Single,3,Marketing,Sales,Sales Executive,Travel_Frequently,77,3,3,1,6645,6292,0,0,12,13,40,3,0,3,3,3,1,1,3,3,4,4,4,16,2,2,2,1,intern,0,0
175,Yes,31,Female,Married,3,Life Sciences,Sales,Sales Executive,Travel_Rarely,71,1,2,1,24788,4472,0,1,20,2,40,4,1,3,1,1,1,4,2,2,3,3,3,4,2,2,2,2,intern,1,1
176,No,41,Male,Divorced,1,Life Sciences,Sales,Sales Executive,Travel_Rarely,96,3,3,2,21196,8376,0,1,9,15,40,3,1,3,2,2,1,4,2,3,3,3,3,12,9,7,0,7,intern,1,1
177,No,26,Female,Married,1,Life Sciences,Human Resources,Human Resources,Travel_Rarely,61,3,1,4,8916,5750,2875,1,25,2,40,5,1,3,3,2,1,4,3,3,3,4,1,8,8,7,5,7,intern,1,1
178,No,36,Male,Divorced,2,Medical,Research & Development,Manufacturing Director,Travel_Rarely,84,3,2,4,2819,5795,0,2,6,13,40,4,0,3,3,2,0,1,0,2,2,4,6,7,3,2,0,1,intern,0,0
179,Yes,51,Male,Single,4,Life Sciences,Research & Development,Manufacturing Director,Travel_Frequently,53,1,3,3,25150,7423,2969,0,8,1,40,3,1,3,1,1,0,3,2,1,4,4,2,18,4,2,0,3,agent_A,1,1
182,No,39,Female,Married,4,Life Sciences,Sales,Sales Executive,Travel_Rarely,47,2,2,3,14590,7844,3725,1,4,51,40,2,1,4,4,4,1,4,1,4,3,3,4,17,15,11,5,9,agent_A,1,0
183,No,25,Male,Married,3,Life Sciences,Sales,Sales Executive,Travel_Rarely,41,2,2,3,24835,7665,3640,0,28,36,40,5,1,3,3,1,0,3,3,1,3,4,2,6,2,2,2,2,New_graduate_recruitment,0,0
184,No,30,Male,Married,3,Human Resources,Human Resources,Human Resources,Travel_Rarely,48,3,2,4,13982,7699,3849,0,9,5,40,5,0,1,3,3,0,2,2,3,4,4,0,12,11,9,4,7,intern,0,0
190,Yes,32,Female,Single,3,Medical,Research & Development,Laboratory Technician,Travel_Rarely,41,3,1,4,10224,4363,0,0,9,23,40,1,1,4,3,2,0,2,2,1,1,1,7,10,5,4,0,4,intern,1,0
192,Yes,45,Male,Single,3,Medical,Research & Development,Research Scientist,Travel_Rarely,83,3,1,2,9752,6252,0,0,29,20,40,5,1,2,4,1,0,2,2,3,4,2,5,9,6,5,0,3,intern,0,0
193,No,38,Female,Single,5,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,32,3,2,4,2302,8813,0,0,3,22,40,3,0,3,3,3,0,1,2,4,3,2,3,19,3,2,2,2,intern,0,0
194,No,30,Female,Single,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,75,3,1,3,23910,7989,3794,0,18,4,40,3,1,2,2,2,0,2,4,1,3,3,1,5,5,4,0,4,direct_recruiting,1,0
195,No,32,Male,Divorced,2,Medical,Sales,Sales Executive,Travel_Frequently,35,1,2,3,22812,4487,2131,3,9,11,40,4,0,4,2,1,0,3,2,4,4,4,0,9,8,7,0,7,New_graduate_recruitment,0,0
197,No,30,Female,Divorced,3,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,84,3,1,3,10415,8847,1568,1,5,16,40,2,1,3,3,2,0,2,3,4,1,4,5,8,3,2,2,2,New_graduate_recruitment,1,0
198,No,30,Male,Single,1,Medical,Research & Development,Laboratory Technician,Travel_Rarely,35,2,1,1,11162,4470,0,0,2,18,40,2,0,3,3,1,0,2,3,2,4,4,0,6,5,3,1,2,agent_C,1,0
199,No,41,Male,Divorced,3,Life Sciences,Research & Development,Manager,Travel_Frequently,91,2,4,2,12888,7720,0,1,10,10,40,2,0,2,3,3,0,1,2,4,1,2,4,21,7,6,7,7,intern,0,0
1014,No,36,Female,Married,4,Medical,Research & Development,Healthcare Representative,Travel_Rarely,94,3,3,4,6961,8856,0,1,25,8,40,3,1,3,2,1,1,4,2,3,1,4,1,17,17,11,11,2,intern,1,1
201,No,19,Female,Single,1,Medical,Research & Development,Laboratory Technician,Travel_Rarely,79,3,1,3,16102,6118,0,0,3,36,40,2,1,3,1,1,1,4,3,2,2,4,1,1,1,0,0,0,intern,1,1
202,No,40,Female,Divorced,3,Medical,Research & Development,Research Scientist,Travel_Frequently,54,3,2,1,8504,5273,0,1,26,10,40,3,1,3,3,5,1,3,2,2,2,1,1,20,20,7,2,13,intern,0,0
204,No,35,Male,Married,5,Marketing,Sales,Sales Executive,Travel_Rarely,94,3,3,2,11439,7012,2103,2,1,9,40,2,1,3,3,3,0,3,3,3,2,1,1,10,10,8,0,6,agent_A,1,0
205,No,53,Male,Married,2,Marketing,Sales,Sales Representative,Travel_Rarely,34,3,2,3,16047,4025,1911,1,6,5,40,3,0,1,3,2,0,3,3,2,3,4,2,13,7,7,4,5,agent_C,0,0
206,No,45,Male,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,60,3,2,3,10901,6450,3063,1,9,9,40,2,0,1,3,4,0,1,2,2,2,3,8,20,17,9,0,15,intern,0,0
207,No,32,Female,Single,3,Marketing,Sales,Sales Executive,Travel_Frequently,43,3,3,2,15589,5509,1652,0,8,0,40,3,0,3,2,3,0,3,2,2,4,4,1,9,9,8,3,7,agent_B,0,0
208,No,29,Male,Married,1,Technical Degree,Research & Development,Manufacturing Director,Non-Travel,41,3,2,2,26283,4280,1284,1,1,29,40,2,0,3,3,2,0,1,1,4,3,1,1,10,10,7,0,9,agent_C,0,0
211,No,51,Male,Married,4,Medical,Research & Development,Manufacturing Director,Travel_Rarely,34,2,2,3,13983,7829,3718,0,7,3,40,3,0,3,1,1,0,2,2,2,3,3,2,10,1,0,0,0,intern,1,1
214,No,58,Female,Married,3,Medical,Research & Development,Research Scientist,Travel_Rarely,75,2,1,4,11873,8384,3489,1,9,7,40,3,1,2,3,1,0,2,3,2,2,2,4,9,1,0,0,0,intern,0,0
215,No,40,Male,Married,4,Marketing,Sales,Sales Executive,Travel_Rarely,67,2,3,1,8552,5763,0,1,4,16,40,3,1,2,2,2,1,4,2,3,4,1,7,15,12,11,2,11,intern,1,1
216,No,34,Female,Married,4,Marketing,Sales,Sales Representative,Travel_Frequently,75,3,1,3,11314,7489,3557,1,2,34,40,3,1,3,2,2,1,4,3,3,3,4,6,6,4,3,1,2,intern,1,0
217,No,22,Male,Married,1,Medical,Research & Development,Research Scientist,Travel_Rarely,80,3,1,4,11992,7779,3889,2,19,60,40,5,1,3,3,5,0,4,6,3,4,1,1,2,2,2,2,2,New_graduate_recruitment,1,1
218,No,27,Male,Divorced,3,Medical,Research & Development,Research Scientist,Non-Travel,57,3,1,3,5970,8087,0,1,9,4,40,2,1,1,2,1,0,2,1,4,2,4,6,6,2,2,2,2,intern,1,0
221,No,28,Male,Married,3,Medical,Research & Development,Research Scientist,Travel_Rarely,42,3,1,1,6672,4671,0,1,21,19,40,5,1,1,3,2,0,3,2,3,4,3,1,5,5,2,0,2,intern,0,0
223,No,57,Male,Divorced,2,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,83,4,3,3,23402,5108,2426,1,24,6,40,4,1,1,3,3,0,2,2,3,4,2,3,12,5,3,1,4,intern,0,0
224,No,27,Male,Divorced,3,Medical,Research & Development,Research Scientist,Non-Travel,79,2,1,3,25326,7800,3705,1,3,15,40,4,0,2,2,2,0,2,2,3,3,4,1,1,1,1,0,1,intern,1,0
226,No,50,Female,Single,3,Life Sciences,Research & Development,Manager,Travel_Rarely,53,3,5,3,17053,7975,3788,0,11,26,40,2,0,3,5,2,0,1,5,3,2,2,3,21,5,4,4,4,intern,1,0
227,No,41,Male,Divorced,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,56,3,1,1,4609,5506,0,1,14,1,40,2,0,3,2,4,0,1,2,1,3,1,4,13,9,8,1,8,agent_B,0,0
228,No,30,Female,Married,3,Life Sciences,Sales,Sales Executive,Travel_Rarely,41,3,3,2,8053,4760,1428,1,5,0,40,3,1,3,2,3,0,3,2,2,4,3,2,12,10,9,7,4,intern,0,0
230,No,38,Female,Single,4,Life Sciences,Sales,Sales Executive,Travel_Rarely,59,2,2,4,12930,8121,4060,0,1,25,40,3,1,4,2,1,1,3,2,1,4,3,4,12,8,3,0,7,direct_recruiting,1,1
231,No,32,Male,Single,5,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,43,3,1,4,12430,10046,2384,0,6,5,40,3,1,3,1,1,1,4,2,3,3,1,3,8,5,4,1,4,intern,1,1
233,No,27,Male,Married,3,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,51,3,1,3,13364,5881,2793,1,17,12,40,3,0,2,4,4,0,1,3,3,2,4,0,6,5,2,1,1,intern,0,0
235,No,19,Female,Single,1,Technical Degree,Sales,Sales Representative,Travel_Frequently,100,1,1,3,20989,8108,3851,0,1,0,40,3,1,4,1,1,1,3,5,3,1,1,0,1,0,0,0,0,agent_B,1,1
238,No,36,Male,Single,2,Medical,Research & Development,Laboratory Technician,Travel_Frequently,30,3,1,2,15062,5656,0,0,3,24,40,2,0,2,3,1,0,1,3,4,2,3,4,13,8,7,7,2,intern,0,0
239,No,30,Male,Divorced,3,Medical,Research & Development,Laboratory Technician,Non-Travel,66,3,2,1,11012,6505,0,2,9,16,40,1,1,3,2,1,1,3,4,3,1,3,1,12,12,9,6,10,intern,1,1
240,No,45,Female,Divorced,2,Life Sciences,Sales,Sales Executive,Travel_Rarely,30,3,2,1,6319,4217,0,1,4,22,40,1,1,4,1,1,0,4,3,3,1,1,4,9,5,4,0,3,agent_C,1,1
241,No,56,Female,Divorced,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,67,3,1,2,13939,6970,0,1,8,4,40,2,1,3,2,2,0,2,3,3,1,3,4,19,2,2,2,2,agent_C,1,0
242,No,33,Male,Single,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,90,3,1,3,10515,7125,3384,0,2,25,40,5,1,4,1,1,1,4,2,3,4,1,0,4,3,1,0,2,New_graduate_recruitment,1,1
243,Yes,19,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,47,2,1,4,9241,8540,701,0,2,32,40,3,1,2,1,4,0,4,3,2,4,3,1,1,1,0,1,0,intern,1,1
244,No,46,Female,Divorced,2,Marketing,Sales,Sales Executive,Travel_Rarely,92,3,3,4,2137,7467,0,3,1,28,40,1,1,3,3,2,0,3,2,2,1,3,1,24,24,13,15,7,intern,1,0
245,No,38,Female,Single,2,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,75,3,1,2,6319,3381,1014,0,9,21,40,4,1,3,2,2,0,3,3,3,4,3,1,2,2,2,2,1,intern,1,1
246,No,31,Female,Married,1,Medical,Research & Development,Research Scientist,Travel_Rarely,95,3,1,4,6984,7548,0,1,12,1,40,5,1,3,3,1,0,3,0,3,4,3,8,7,4,2,0,2,intern,1,0
247,No,34,Female,Single,2,Medical,Research & Development,Research Scientist,Travel_Rarely,95,3,1,3,5711,7216,0,0,27,6,40,4,0,3,2,4,0,1,3,4,2,4,2,9,3,2,1,2,intern,0,0
248,Yes,41,Female,Single,2,Marketing,Sales,Sales Representative,Travel_Rarely,70,3,1,4,21728,6356,0,0,20,30,40,5,0,2,4,3,0,1,5,2,2,4,1,4,4,3,0,2,intern,0,0
249,No,50,Male,Married,3,Medical,Research & Development,Laboratory Technician,Travel_Rarely,86,2,1,3,3425,8625,0,1,1,2,40,3,1,2,2,2,1,4,2,3,3,4,2,5,3,2,0,2,intern,1,1
250,No,53,Female,Divorced,2,Medical,Research & Development,Manufacturing Director,Travel_Rarely,57,4,2,1,26250,5893,0,2,13,9,40,1,0,3,2,1,1,1,3,4,1,3,1,5,4,2,1,3,intern,0,0
252,No,33,Female,Married,3,Medical,Research & Development,Research Scientist,Travel_Rarely,72,3,1,2,4673,8011,0,1,14,42,40,1,1,3,2,3,1,4,5,4,2,4,1,8,8,7,1,6,intern,1,0
253,No,40,Female,Married,1,Medical,Research & Development,Manager,Travel_Rarely,46,3,5,3,6499,4559,0,1,4,1,40,2,1,3,2,1,1,3,2,4,3,2,1,21,20,8,9,9,intern,1,0
254,No,55,Male,Single,4,Medical,Research & Development,Research Director,Travel_Rarely,61,4,5,1,13339,8086,0,0,14,7,40,3,1,3,1,1,0,4,3,3,2,4,8,36,24,15,2,15,direct_recruiting,1,1
256,No,34,Male,Married,1,Life Sciences,Research & Development,Manufacturing Director,Travel_Frequently,45,2,2,3,14074,10352,3722,0,2,32,40,3,0,2,2,2,0,3,2,4,3,3,1,10,10,9,1,9,New_graduate_recruitment,1,0
258,No,51,Female,Single,3,Medical,Research & Development,Healthcare Representative,Travel_Rarely,98,3,4,3,7192,5686,0,0,3,2,40,2,1,3,2,1,0,3,6,4,2,3,3,21,7,7,1,0,agent_A,1,1
259,No,52,Male,Married,4,Life Sciences,Research & Development,Manager,Travel_Rarely,65,2,5,3,5678,5884,0,1,1,11,40,4,1,3,1,1,1,4,5,3,3,1,0,34,33,18,11,9,New_graduate_recruitment,1,1
260,No,27,Female,Single,3,Medical,Research & Development,Research Scientist,Travel_Rarely,99,3,1,3,11781,6716,0,0,9,1,40,4,1,2,2,3,0,2,2,4,2,4,1,7,7,7,0,3,intern,1,0
261,Yes,35,Male,Married,2,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,50,2,2,2,15497,3727,0,0,23,39,40,5,0,3,4,4,0,1,1,2,3,1,3,8,1,0,0,1,intern,0,0
262,No,43,Male,Divorced,3,Medical,Research & Development,Research Scientist,Non-Travel,37,4,1,3,5228,6668,0,3,7,24,40,3,1,4,2,2,0,3,3,4,4,4,4,7,5,4,2,2,direct_recruiting,1,1
264,No,45,Male,Married,2,Medical,Research & Development,Manager,Non-Travel,65,2,4,4,20462,3531,0,1,2,5,40,5,1,3,1,1,1,4,1,1,4,4,9,22,20,8,11,8,intern,1,1
267,No,37,Male,Married,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,65,4,1,2,22977,7090,0,1,21,25,40,3,0,2,4,1,0,1,3,2,1,1,1,8,8,7,1,7,agent_A,0,0
269,No,35,Female,Single,3,Medical,Research & Development,Laboratory Technician,Travel_Frequently,37,3,2,1,15986,6076,0,0,2,0,40,0,0,3,4,4,0,1,5,2,2,4,5,10,6,2,1,2,intern,0,0
270,No,42,Female,Divorced,2,Medical,Research & Development,Manufacturing Director,Non-Travel,36,3,2,3,16439,5783,0,1,21,21,40,3,0,3,2,2,0,1,5,3,3,2,2,11,5,3,0,2,intern,0,0
271,No,38,Male,Married,4,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,88,3,2,3,7259,7292,0,0,2,34,40,2,0,3,3,3,0,1,3,4,3,2,9,14,1,0,0,0,intern,0,0
273,No,38,Male,Married,3,Technical Degree,Research & Development,Manufacturing Director,Travel_Rarely,54,3,2,2,4185,5208,0,1,29,39,40,4,0,1,4,4,0,1,3,4,4,1,3,9,7,7,1,7,agent_C,0,0
274,No,27,Male,Married,1,Technical Degree,Research & Development,Manufacturing Director,Travel_Frequently,60,2,2,4,9679,7588,2091,1,1,2,40,1,0,3,2,1,0,2,1,3,1,3,5,6,2,2,2,0,intern,0,0
275,No,49,Male,Divorced,4,Life Sciences,Research & Development,Manufacturing Director,Non-Travel,92,3,2,3,23793,5619,2669,2,18,8,40,5,1,3,1,1,0,2,0,4,4,1,1,7,7,7,1,7,intern,1,1
277,No,34,Male,Divorced,4,Medical,Research & Development,Research Scientist,Travel_Frequently,43,3,1,3,5972,10419,0,1,10,28,40,3,0,4,2,2,0,3,4,4,3,4,1,5,5,3,2,0,intern,0,0
14,No,36,Male,Married,3,Medical,Research & Development,Laboratory Technician,Travel_Rarely,99,3,2,2,16523,8330,2499,1,16,2,40,4,1,4,2,2,1,4,2,3,4,3,0,7,6,5,1,4,intern,1,1
282,Yes,38,Male,Married,1,Medical,Research & Development,Healthcare Representative,Travel_Rarely,70,3,2,4,11354,5516,0,0,29,0,40,0,0,3,4,2,0,1,2,2,1,2,7,17,1,0,0,0,intern,0,0
283,Yes,29,Female,Married,3,Marketing,Sales,Sales Executive,Travel_Rarely,35,3,3,4,24525,3746,0,3,27,23,40,0,1,2,4,2,0,3,3,2,4,4,1,10,10,4,1,9,intern,0,0
284,No,22,Male,Divorced,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,60,4,1,3,12392,5802,0,1,5,22,40,2,0,2,3,2,0,1,2,4,2,1,1,4,4,2,2,2,New_graduate_recruitment,0,0
286,No,36,Female,Single,1,Medical,Research & Development,Laboratory Technician,Travel_Frequently,73,3,1,2,7703,5173,0,0,18,14,40,4,0,3,2,3,0,2,2,2,4,1,1,8,8,1,1,7,intern,0,0
287,No,40,Male,Married,5,Life Sciences,Research & Development,Healthcare Representative,Non-Travel,63,2,2,3,14242,7694,3654,1,9,4,40,3,1,1,2,2,1,4,5,4,4,4,9,5,3,2,0,2,direct_recruiting,1,1
288,No,46,Male,Divorced,4,Medical,Research & Development,Healthcare Representative,Travel_Rarely,97,3,3,3,12368,5117,2430,1,1,45,40,1,1,3,2,1,0,3,3,4,1,3,7,17,4,2,0,3,agent_A,1,0
291,Yes,32,Male,Married,4,Medical,Sales,Sales Executive,Travel_Rarely,32,1,3,1,25812,6393,0,0,4,5,40,3,1,2,2,2,1,4,2,4,4,3,1,14,14,8,9,8,agent_A,1,1
292,No,30,Male,Single,1,Life Sciences,Research & Development,Manufacturing Director,Non-Travel,88,2,3,4,20925,6929,3464,0,1,8,40,3,0,3,2,2,0,1,2,3,3,3,1,12,11,8,5,8,intern,1,0
293,No,27,Female,Single,3,Life Sciences,Sales,Sales Executive,Travel_Frequently,90,3,2,3,12916,4321,2052,0,20,13,40,4,0,3,2,1,0,2,2,4,3,4,1,7,7,7,0,7,agent_A,0,0
296,No,51,Male,Married,4,Life Sciences,Research & Development,Research Director,Travel_Rarely,81,2,3,3,15736,9879,4692,2,8,32,40,2,0,1,2,3,0,1,5,2,2,4,5,16,10,9,4,7,intern,0,0
297,Yes,30,Female,Single,3,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,88,3,1,1,8556,7082,0,0,3,6,40,1,1,3,3,1,0,3,5,4,1,3,5,8,5,2,0,4,intern,1,1
298,No,41,Female,Single,3,Life Sciences,Sales,Manager,Travel_Rarely,75,3,3,3,14674,6538,3105,0,6,28,40,4,0,3,2,2,0,1,3,4,4,3,3,16,1,0,0,0,agent_A,0,0
299,Yes,30,Female,Single,4,Marketing,Sales,Sales Executive,Travel_Frequently,52,2,2,3,22967,9362,3744,0,26,13,40,3,1,2,3,3,0,2,5,3,1,3,5,9,6,3,0,1,direct_recruiting,0,0
300,Yes,29,Male,Single,3,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,85,3,1,2,19757,8602,0,0,1,22,40,1,1,2,1,1,0,4,1,3,3,4,0,7,6,2,1,5,agent_B,1,1
302,No,45,Female,Single,3,Medical,Sales,Sales Executive,Non-Travel,57,2,3,2,16840,6648,0,0,6,11,40,4,1,3,1,1,1,4,2,4,4,4,6,23,19,7,12,8,intern,1,1
303,No,54,Female,Married,3,Marketing,Sales,Sales Executive,Travel_Rarely,52,3,2,2,17011,6971,0,1,3,14,40,2,1,3,3,1,0,2,4,4,1,4,2,16,6,2,0,5,agent_B,1,0
304,No,36,Male,Single,2,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,62,3,2,3,9945,6374,3027,0,5,1,40,2,1,4,2,2,0,4,3,4,2,4,8,16,13,11,3,7,intern,1,1
305,No,33,Female,Married,4,Medical,Research & Development,Research Scientist,Travel_Rarely,47,2,1,4,13248,9910,3338,0,4,36,40,2,1,3,2,1,1,4,3,3,2,4,6,7,3,2,1,1,agent_A,1,0
306,No,37,Male,Divorced,3,Other,Research & Development,Research Director,Travel_Frequently,47,3,3,4,10056,10092,0,3,11,25,40,5,0,3,3,1,0,2,1,2,4,3,1,10,10,8,0,7,direct_recruiting,0,0
307,No,38,Male,Divorced,3,Life Sciences,Sales,Sales Executive,Travel_Rarely,76,3,3,2,9647,4927,0,2,3,3,40,3,1,2,2,2,0,4,6,1,3,3,0,17,16,10,5,13,intern,1,1
308,No,31,Male,Married,4,Medical,Research & Development,Manufacturing Director,Non-Travel,90,1,2,2,4381,9526,0,1,1,5,40,2,0,3,2,1,1,2,2,3,3,4,0,6,5,4,1,4,intern,1,1
309,No,59,Male,Married,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,70,2,1,2,8456,3674,0,1,3,1,40,2,1,3,2,2,1,3,6,3,4,1,3,7,1,0,0,0,agent_B,1,0
311,No,37,Male,Divorced,4,Marketing,Sales,Sales Representative,Travel_Frequently,41,3,1,3,2539,9288,0,1,4,21,40,5,0,3,3,2,0,3,2,1,4,3,4,13,9,8,5,8,intern,0,0
312,No,29,Female,Married,1,Medical,Sales,Sales Executive,Travel_Frequently,42,3,3,3,6599,6789,0,1,1,0,40,2,0,3,3,3,0,3,5,2,4,4,1,11,11,10,4,1,intern,0,0
314,No,35,Female,Single,3,Marketing,Sales,Sales Executive,Travel_Frequently,92,3,3,3,9096,6157,2924,0,1,18,40,3,0,4,3,1,0,2,3,3,3,1,1,10,10,7,0,8,direct_recruiting,0,0
315,No,29,Male,Single,1,Medical,Research & Development,Research Scientist,Travel_Rarely,86,2,1,2,14961,6885,0,0,18,0,40,0,1,2,1,1,1,4,3,3,4,3,1,4,4,3,0,1,intern,1,1
316,No,52,Female,Single,3,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,89,2,1,2,3300,9015,0,0,2,27,40,4,1,2,2,1,1,3,3,3,4,2,7,6,2,2,2,2,agent_B,1,1
319,No,42,Male,Married,2,Technical Degree,Research & Development,Manager,Travel_Rarely,58,3,5,1,4933,7482,0,0,4,8,40,2,1,3,2,2,1,4,3,3,4,4,1,22,22,17,11,15,intern,1,0
321,No,59,Male,Married,2,Medical,Human Resources,Human Resources,Travel_Rarely,52,3,1,3,25657,7142,3392,0,6,22,40,4,0,2,4,2,0,1,2,2,3,4,8,7,2,2,2,2,intern,0,0
323,No,50,Female,Divorced,4,Medical,Sales,Manager,Travel_Rarely,68,3,5,1,24118,8315,0,1,1,10,40,3,0,2,2,2,0,1,3,4,4,3,3,32,7,0,0,6,intern,0,0
325,Yes,33,Male,Married,3,Medical,Research & Development,Laboratory Technician,Travel_Rarely,58,3,1,2,22149,6607,1321,1,14,1,40,3,0,1,3,3,0,2,2,3,4,3,5,8,5,4,0,4,intern,0,0
327,No,43,Female,Married,3,Marketing,Sales,Manager,Travel_Rarely,80,3,4,4,7744,6117,1627,1,16,41,40,5,1,3,2,1,1,4,3,4,4,3,5,22,17,13,1,9,agent_A,1,1
328,Yes,33,Female,Married,2,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,39,3,1,4,21509,5095,0,0,2,5,40,1,0,4,4,3,0,2,3,1,1,1,7,13,9,7,1,7,intern,0,0
329,No,52,Male,Single,4,Life Sciences,Sales,Manager,Non-Travel,79,2,5,3,21030,7426,3527,0,2,6,40,3,1,4,2,2,1,4,2,1,3,4,1,33,33,7,15,12,intern,1,1
330,No,32,Female,Married,2,Life Sciences,Sales,Sales Representative,Travel_Rarely,56,3,1,1,20990,5931,0,1,4,1,40,2,1,3,2,3,0,2,5,3,2,1,2,6,4,3,1,2,intern,0,0
331,Yes,32,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,62,2,1,3,9571,5236,0,0,1,32,40,2,0,1,2,2,0,2,2,4,3,4,0,4,3,2,1,2,direct_recruiting,1,0
332,Yes,39,Female,Divorced,4,Medical,Research & Development,Laboratory Technician,Travel_Rarely,96,3,1,3,15417,6216,0,3,1,0,40,1,1,3,3,2,1,3,1,3,3,3,7,7,3,2,1,2,intern,1,0
333,No,32,Male,Married,4,Marketing,Sales,Sales Executive,Non-Travel,100,3,2,3,12069,7954,3778,0,26,14,40,5,1,3,2,1,0,3,2,3,4,1,0,4,3,2,2,2,intern,1,1
334,No,41,Male,Divorced,2,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,36,3,2,3,19877,4711,0,2,19,8,40,2,0,2,3,4,0,1,2,3,1,1,2,17,1,0,0,0,agent_B,0,0
335,No,40,Male,Divorced,2,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,62,3,2,3,24447,7476,3551,2,24,0,40,5,0,3,2,4,0,2,3,1,4,1,1,9,9,8,4,7,intern,0,0
336,No,45,Male,Married,3,Other,Research & Development,Manager,Travel_Rarely,70,4,5,1,15970,7815,0,1,1,12,40,2,1,3,2,2,1,4,2,3,4,3,0,25,24,0,1,7,intern,1,1
337,No,31,Male,Divorced,4,Medical,Research & Development,Research Director,Travel_Frequently,73,3,3,2,13523,9253,2775,1,3,21,40,3,0,3,3,3,0,1,3,2,3,1,9,9,2,2,2,2,intern,0,0
338,No,33,Female,Married,4,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,63,2,1,1,14776,7768,0,1,5,34,40,3,1,2,2,1,1,4,2,3,4,3,1,2,2,2,0,2,agent_C,1,1
